DHB,Date,Cases,Population
Waikato,2020-07-31,50,445452
Lakes,2020-07-31,10,119399
Bay of Plenty,2020-07-31,24,270423
Tairawhiti,2020-07-31,7,50912
Taranaki,2020-07-31,13,125735
Hawke's Bay,2020-07-31,26,181252
Whanganui,2020-07-31,4,69546
MidCentral,2020-07-31,15,189739
Hutt Valley,2020-07-31,9,161421
Capital and Coast,2020-07-31,24,329078
Wairarapa,2020-07-31,5,49964
Nelson Marlborough,2020-07-31,15,163463
West Coast,2020-07-31,5,32544
Canterbury,2020-07-31,35,593434
South Canterbury,2020-07-31,10,62384
Southern,2020-07-31,28,355246
Northland,2020-08-31,24,199667
Waitemata,2020-08-31,41,656335
Auckland,2020-08-31,17,513219
Counties Manukau,2020-08-31,30,610156
Waikato,2020-08-31,70,446612
Lakes,2020-08-31,19,119738
Bay of Plenty,2020-08-31,21,271521
Tairawhiti,2020-08-31,8,50930
Taranaki,2020-08-31,24,125879
Hawke's Bay,2020-08-31,25,181700
Whanganui,2020-08-31,10,69727
MidCentral,2020-08-31,25,190138
Hutt Valley,2020-08-31,6,161840
Capital and Coast,2020-08-31,26,329890
Wairarapa,2020-08-31,7,50146
Nelson Marlborough,2020-08-31,15,163821
West Coast,2020-08-31,2,32570
Canterbury,2020-08-31,45,595208
South Canterbury,2020-08-31,17,62441
Southern,2020-08-31,29,356175
Northland,2020-09-30,23,200435
Waitemata,2020-09-30,47,658974
Auckland,2020-09-30,28,514418
Counties Manukau,2020-09-30,34,612374
Waikato,2020-09-30,66,447809
Lakes,2020-09-30,11,120092
Bay of Plenty,2020-09-30,19,272666
Tairawhiti,2020-09-30,4,50944
Taranaki,2020-09-30,14,126022
Hawke's Bay,2020-09-30,19,182163
Whanganui,2020-09-30,10,69917
MidCentral,2020-09-30,35,190551
Hutt Valley,2020-09-30,13,162275
Capital and Coast,2020-09-30,18,330741
Wairarapa,2020-09-30,8,50336
Nelson Marlborough,2020-09-30,18,164189
West Coast,2020-09-30,4,32597
Canterbury,2020-09-30,49,597048
South Canterbury,2020-09-30,12,62499
Southern,2020-09-30,52,357143
Northland,2020-10-31,18,201236
Waitemata,2020-10-31,62,661746
Auckland,2020-10-31,38,515671
Counties Manukau,2020-10-31,33,614676
Waikato,2020-10-31,61,449047
Lakes,2020-10-31,22,120461
Bay of Plenty,2020-10-31,40,273860
Tairawhiti,2020-10-31,5,50953
Taranaki,2020-10-31,25,126163
Hawke's Bay,2020-10-31,16,182642
Whanganui,2020-10-31,5,70117
MidCentral,2020-10-31,23,190978
Hutt Valley,2020-10-31,12,162727
Capital and Coast,2020-10-31,18,331634
Wairarapa,2020-10-31,5,50535
Nelson Marlborough,2020-10-31,19,164566
West Coast,2020-10-31,7,32625
Canterbury,2020-10-31,62,598956
South Canterbury,2020-10-31,17,62557
Southern,2020-10-31,67,358151
Northland,2020-11-30,28,202071
Waitemata,2020-11-30,84,664657
Auckland,2020-11-30,42,516980
Counties Manukau,2020-11-30,69,617065
Waikato,2020-11-30,61,450326
Lakes,2020-11-30,18,120847
Bay of Plenty,2020-11-30,27,275105
Tairawhiti,2020-11-30,7,50959
Taranaki,2020-11-30,20,126302
Hawke's Bay,2020-11-30,34,183137
Whanganui,2020-11-30,8,70326
MidCentral,2020-11-30,29,191420
Hutt Valley,2020-11-30,17,163195
Capital and Coast,2020-11-30,28,332569
Wairarapa,2020-11-30,17,50742
Nelson Marlborough,2020-11-30,26,164954
West Coast,2020-11-30,9,32654
Canterbury,2020-11-30,93,600933
South Canterbury,2020-11-30,13,62615
Southern,2020-11-30,57,359200
Northland,2020-12-31,27,202943
Waitemata,2020-12-31,105,667710
Auckland,2020-12-31,74,518348
Counties Manukau,2020-12-31,61,619543
Waikato,2020-12-31,81,451647
Lakes,2020-12-31,11,121248
Bay of Plenty,2020-12-31,43,276402
Tairawhiti,2020-12-31,12,50960
Taranaki,2020-12-31,34,126440
Hawke's Bay,2020-12-31,38,183649
Whanganui,2020-12-31,16,70544
MidCentral,2020-12-31,58,191877
Hutt Valley,2020-12-31,12,163681
Capital and Coast,2020-12-31,40,333548
Wairarapa,2020-12-31,16,50959
Nelson Marlborough,2020-12-31,32,165353
West Coast,2020-12-31,5,32685
Canterbury,2020-12-31,91,602982
South Canterbury,2020-12-31,14,62674
Southern,2020-12-31,88,360292
