DHB,Date,Cases,Population
Tairawhiti,2014-10-31,7,47991
Tairawhiti,2014-11-30,8,48045
Tairawhiti,2014-12-31,13,48100
Taranaki,2008-01-31,23,108479
Taranaki,2008-02-29,7,108561
Taranaki,2008-03-31,8,108645
Taranaki,2008-04-30,10,108732
Taranaki,2008-05-31,8,108821
Taranaki,2008-06-30,10,108912
Taranaki,2008-07-31,16,109005
Taranaki,2008-08-31,19,109100
Taranaki,2008-09-30,29,109197
Taranaki,2008-10-31,28,109297
Taranaki,2008-11-30,27,109397
Taranaki,2008-12-31,18,109500
Taranaki,2009-01-31,20,109604
Taranaki,2009-02-28,30,109710
Taranaki,2009-03-31,6,109816
Taranaki,2009-04-30,14,109924
Taranaki,2009-05-31,8,110033
Taranaki,2009-06-30,6,110142
Taranaki,2009-07-31,8,110252
Taranaki,2009-08-31,34,110362
Taranaki,2009-09-30,24,110472
Taranaki,2009-10-31,25,110581
Taranaki,2009-11-30,29,110691
Taranaki,2009-12-31,29,110800
Taranaki,2010-01-31,28,110908
Taranaki,2010-02-28,39,111016
Taranaki,2010-03-31,21,111122
Taranaki,2010-04-30,17,111227
Taranaki,2010-05-31,14,111331
Taranaki,2010-06-30,12,111433
Taranaki,2010-07-31,8,111533
Taranaki,2010-08-31,32,111631
Taranaki,2010-09-30,42,111727
Taranaki,2010-10-31,23,111821
Taranaki,2010-11-30,12,111912
Taranaki,2010-12-31,17,112000
Taranaki,2011-01-31,22,112085
Taranaki,2011-02-28,10,112168
Taranaki,2011-03-31,4,112249
Taranaki,2011-04-30,4,112327
Taranaki,2011-05-31,8,112403
Taranaki,2011-06-30,13,112477
Taranaki,2011-07-31,11,112550
Taranaki,2011-08-31,23,112622
Taranaki,2011-09-30,23,112692
Taranaki,2011-10-31,21,112762
Taranaki,2011-11-30,22,112831
Taranaki,2011-12-31,18,112900
Taranaki,2012-01-31,19,112969
Taranaki,2012-02-29,17,113037
Taranaki,2012-03-31,13,113107
Taranaki,2012-04-30,7,113177
Taranaki,2012-05-31,20,113248
Taranaki,2012-06-30,8,113320
Taranaki,2012-07-31,15,113394
Taranaki,2012-08-31,34,113470
Taranaki,2012-09-30,23,113549
Taranaki,2012-10-31,23,113630
Taranaki,2012-11-30,23,113713
Taranaki,2012-12-31,18,113800
Taranaki,2013-01-31,28,113890
Taranaki,2013-02-28,15,113984
Taranaki,2013-03-31,13,114081
Taranaki,2013-04-30,5,114181
Taranaki,2013-05-31,7,114284
Taranaki,2013-06-30,10,114391
Taranaki,2013-07-31,13,114501
Taranaki,2013-08-31,33,114615
Taranaki,2013-09-30,26,114731
Taranaki,2013-10-31,28,114851
Taranaki,2013-11-30,29,114974
Taranaki,2013-12-31,29,115100
Taranaki,2014-01-31,20,115229
Taranaki,2014-02-28,11,115361
Taranaki,2014-03-31,13,115496
Taranaki,2014-04-30,6,115633
Taranaki,2014-05-31,9,115773
Taranaki,2014-06-30,7,115914
Taranaki,2014-07-31,8,116058
Taranaki,2014-08-31,10,116204
Taranaki,2014-09-30,21,116351
Taranaki,2014-10-31,24,116499
Taranaki,2014-11-30,17,116649
Taranaki,2014-12-31,24,116800
Hawke's Bay,2008-01-31,41,153454
Hawke's Bay,2008-02-29,27,153512
Hawke's Bay,2008-03-31,16,153573
Hawke's Bay,2008-04-30,14,153639
Hawke's Bay,2008-05-31,18,153710
Hawke's Bay,2008-06-30,13,153786
Hawke's Bay,2008-07-31,25,153869
Hawke's Bay,2008-08-31,32,153959
Hawke's Bay,2008-09-30,22,154056
Hawke's Bay,2008-10-31,31,154162
Hawke's Bay,2008-11-30,24,154276
Hawke's Bay,2008-12-31,42,154400
Hawke's Bay,2009-01-31,43,154534
Hawke's Bay,2009-02-28,15,154675
Hawke's Bay,2009-03-31,13,154824
Hawke's Bay,2009-04-30,15,154978
Hawke's Bay,2009-05-31,18,155136
Hawke's Bay,2009-06-30,19,155295
Hawke's Bay,2009-07-31,42,155455
Hawke's Bay,2009-08-31,23,155613
Hawke's Bay,2009-09-30,28,155768
Hawke's Bay,2009-10-31,26,155919
Hawke's Bay,2009-11-30,48,156063
Hawke's Bay,2009-12-31,46,156200
Hawke's Bay,2010-01-31,48,156327
Hawke's Bay,2010-02-28,27,156446
Hawke's Bay,2010-03-31,23,156555
Hawke's Bay,2010-04-30,19,156656
Hawke's Bay,2010-05-31,10,156749
Hawke's Bay,2010-06-30,17,156834
Hawke's Bay,2010-07-31,28,156912
Hawke's Bay,2010-08-31,26,156983
Hawke's Bay,2010-09-30,34,157046
Hawke's Bay,2010-10-31,25,157103
Hawke's Bay,2010-11-30,28,157155
Hawke's Bay,2010-12-31,32,157200
Hawke's Bay,2011-01-31,26,157240
Hawke's Bay,2011-02-28,19,157275
Hawke's Bay,2011-03-31,16,157305
Hawke's Bay,2011-04-30,20,157330
Hawke's Bay,2011-05-31,31,157351
Hawke's Bay,2011-06-30,24,157368
Hawke's Bay,2011-07-31,30,157381
Hawke's Bay,2011-08-31,28,157391
Hawke's Bay,2011-09-30,30,157397
Hawke's Bay,2011-10-31,23,157401
Hawke's Bay,2011-11-30,37,157401
Hawke's Bay,2011-12-31,41,157400
Hawke's Bay,2012-01-31,41,157397
Hawke's Bay,2012-02-29,19,157394
Hawke's Bay,2012-03-31,32,157394
Hawke's Bay,2012-04-30,31,157398
Hawke's Bay,2012-05-31,23,157411
Hawke's Bay,2012-06-30,12,157432
Hawke's Bay,2012-07-31,12,157466
Hawke's Bay,2012-08-31,28,157515
Hawke's Bay,2012-09-30,26,157580
Hawke's Bay,2012-10-31,23,157664
Hawke's Bay,2012-11-30,21,157770
Hawke's Bay,2012-12-31,29,157900
Hawke's Bay,2013-01-31,31,158055
Hawke's Bay,2013-02-28,21,158234
Hawke's Bay,2013-03-31,25,158433
Hawke's Bay,2013-04-30,15,158651
Hawke's Bay,2013-05-31,16,158883
Hawke's Bay,2013-06-30,20,159128
Hawke's Bay,2013-07-31,23,159382
Hawke's Bay,2013-08-31,36,159643
Hawke's Bay,2013-09-30,20,159908
Hawke's Bay,2013-10-31,31,160175
Hawke's Bay,2013-11-30,46,160440
Hawke's Bay,2013-12-31,51,160700
Hawke's Bay,2014-01-31,24,160954
Hawke's Bay,2014-02-28,21,161202
Hawke's Bay,2014-03-31,28,161445
Hawke's Bay,2014-04-30,14,161684
Hawke's Bay,2014-05-31,15,161921
Hawke's Bay,2014-06-30,18,162156
Hawke's Bay,2014-07-31,18,162391
Hawke's Bay,2014-08-31,26,162627
Hawke's Bay,2014-09-30,29,162865
Hawke's Bay,2014-10-31,22,163105
Hawke's Bay,2014-11-30,27,163350
Hawke's Bay,2014-12-31,50,163600
Northland,2015-01-31,23,172436
Northland,2015-02-28,16,172776
Northland,2015-03-31,16,173120
Northland,2015-04-30,8,173468
Northland,2015-05-31,11,173820
Northland,2015-06-30,12,174176
Northland,2015-07-31,24,174536
Northland,2015-08-31,27,174900
Northland,2015-09-30,26,175269
Northland,2015-10-31,26,175642
Northland,2015-11-30,26,176019
Northland,2015-12-31,41,176400
Waitemata,2015-01-31,84,576165
Waitemata,2015-02-28,55,577237
Waitemata,2015-03-31,35,578318
Waitemata,2015-04-30,40,579408
Waitemata,2015-05-31,56,580507
Waitemata,2015-06-30,64,581616
Waitemata,2015-07-31,60,582735
Waitemata,2015-08-31,47,583864
Waitemata,2015-09-30,72,585005
Waitemata,2015-10-31,77,586158
Waitemata,2015-11-30,134,587323
Waitemata,2015-12-31,95,588500
Auckland,2015-01-31,63,473473
Auckland,2015-02-28,43,474168
Auckland,2015-03-31,38,474882
Auckland,2015-04-30,23,475610
Auckland,2015-05-31,31,476348
Auckland,2015-06-30,38,477091
Auckland,2015-07-31,39,477834
Auckland,2015-08-31,38,478573
Auckland,2015-09-30,53,479304
Auckland,2015-10-31,43,480022
Auckland,2015-11-30,68,480722
Auckland,2015-12-31,55,481400
Counties Manukau,2015-01-31,58,523776
Counties Manukau,2015-02-28,35,525063
Counties Manukau,2015-03-31,31,526360
Counties Manukau,2015-04-30,25,527666
Counties Manukau,2015-05-31,33,528979
Counties Manukau,2015-06-30,26,530300
Counties Manukau,2015-07-31,36,531626
Counties Manukau,2015-08-31,32,532956
Counties Manukau,2015-09-30,39,534290
Counties Manukau,2015-10-31,38,535625
Counties Manukau,2015-11-30,70,536963
Counties Manukau,2015-12-31,67,538300
Waikato,2015-01-31,59,393711
Waikato,2015-02-28,31,394425
Waikato,2015-03-31,33,395143
Waikato,2015-04-30,30,395867
Waikato,2015-05-31,25,396598
Waikato,2015-06-30,34,397337
Waikato,2015-07-31,42,398084
Waikato,2015-08-31,76,398842
Waikato,2015-09-30,73,399611
Waikato,2015-10-31,58,400393
Waikato,2015-11-30,74,401189
Waikato,2015-12-31,64,402000
Lakes,2015-01-31,15,106974
Lakes,2015-02-28,9,107153
Lakes,2015-03-31,15,107336
Lakes,2015-04-30,11,107523
Lakes,2015-05-31,8,107714
Lakes,2015-06-30,12,107908
Lakes,2015-07-31,5,108104
Lakes,2015-08-31,20,108302
Lakes,2015-09-30,11,108501
Lakes,2015-10-31,26,108700
Lakes,2015-11-30,17,108900
Lakes,2015-12-31,15,109100
Bay of Plenty,2015-01-31,30,226613
Bay of Plenty,2015-02-28,26,227130
Bay of Plenty,2015-03-31,25,227655
Bay of Plenty,2015-04-30,15,228187
Bay of Plenty,2015-05-31,10,228729
Bay of Plenty,2015-06-30,15,229281
Bay of Plenty,2015-07-31,12,229846
Bay of Plenty,2015-08-31,16,230424
Bay of Plenty,2015-09-30,21,231017
Bay of Plenty,2015-10-31,23,231627
Bay of Plenty,2015-11-30,21,232254
Bay of Plenty,2015-12-31,30,232900
Tairawhiti,2015-01-31,6,48157
Tairawhiti,2015-02-28,1,48217
Tairawhiti,2015-03-31,3,48277
Tairawhiti,2015-04-30,1,48338
Tairawhiti,2015-05-31,3,48400
Tairawhiti,2015-06-30,4,48461
Tairawhiti,2015-07-31,5,48522
Tairawhiti,2015-08-31,5,48581
Tairawhiti,2015-09-30,4,48640
Tairawhiti,2015-10-31,4,48696
Tairawhiti,2015-11-30,8,48749
Tairawhiti,2015-12-31,7,48800
Taranaki,2015-01-31,23,116952
Taranaki,2015-02-28,13,117104
Taranaki,2015-03-31,21,117257
Taranaki,2015-04-30,15,117409
Taranaki,2015-05-31,8,117562
Taranaki,2015-06-30,11,117714
Taranaki,2015-07-31,12,117865
Taranaki,2015-08-31,23,118015
Taranaki,2015-09-30,14,118164
Taranaki,2015-10-31,30,118311
Taranaki,2015-11-30,25,118457
Taranaki,2015-12-31,30,118600
Hawke's Bay,2015-01-31,27,163856
Hawke's Bay,2015-02-28,15,164117
Hawke's Bay,2015-03-31,15,164383
Hawke's Bay,2015-04-30,8,164652
Hawke's Bay,2015-05-31,18,164924
Hawke's Bay,2015-06-30,13,165196
Hawke's Bay,2015-07-31,16,165469
Hawke's Bay,2015-08-31,21,165741
Hawke's Bay,2015-09-30,21,166011
Hawke's Bay,2015-10-31,25,166278
Hawke's Bay,2015-11-30,35,166542
Hawke's Bay,2015-12-31,32,166800
Whanganui,2015-01-31,11,64087
Whanganui,2015-02-28,6,64178
Whanganui,2015-03-31,2,64271
Whanganui,2015-04-30,7,64365
Whanganui,2015-05-31,4,64461
Whanganui,2015-06-30,2,64557
Whanganui,2015-07-31,5,64652
Whanganui,2015-08-31,4,64747
Whanganui,2015-09-30,11,64839
Whanganui,2015-10-31,9,64930
Whanganui,2015-11-30,13,65017
Whanganui,2015-12-31,13,65100
MidCentral,2015-01-31,19,173818
MidCentral,2015-02-28,14,174042
MidCentral,2015-03-31,26,174271
MidCentral,2015-04-30,5,174504
MidCentral,2015-05-31,3,174741
MidCentral,2015-06-30,9,174979
MidCentral,2015-07-31,12,175219
MidCentral,2015-08-31,10,175458
MidCentral,2015-09-30,25,175697
MidCentral,2015-10-31,12,175935
MidCentral,2015-11-30,33,176169
MidCentral,2015-12-31,28,176400
Hutt Valley,2015-01-31,28,146922
Hutt Valley,2015-02-28,23,147151
Hutt Valley,2015-03-31,15,147387
Hutt Valley,2015-04-30,9,147627
Hutt Valley,2015-05-31,7,147871
Hutt Valley,2015-06-30,8,148118
Hutt Valley,2015-07-31,21,148366
Hutt Valley,2015-08-31,13,148616
Hutt Valley,2015-09-30,20,148865
Hutt Valley,2015-10-31,12,149113
Hutt Valley,2015-11-30,21,149358
Hutt Valley,2015-12-31,18,149600
Capital and Coast,2015-01-31,44,302915
Capital and Coast,2015-02-28,37,303333
Capital and Coast,2015-03-31,30,303754
Capital and Coast,2015-04-30,25,304175
Capital and Coast,2015-05-31,29,304596
Capital and Coast,2015-06-30,28,305014
Capital and Coast,2015-07-31,36,305429
Capital and Coast,2015-08-31,35,305839
Capital and Coast,2015-09-30,21,306242
Capital and Coast,2015-10-31,24,306638
Capital and Coast,2015-11-30,31,307024
Capital and Coast,2015-12-31,48,307400
Wairarapa,2015-01-31,6,44065
Wairarapa,2015-02-28,3,44130
Wairarapa,2015-03-31,4,44196
Wairarapa,2015-04-30,7,44262
Wairarapa,2015-05-31,5,44328
Wairarapa,2015-06-30,6,44395
Wairarapa,2015-07-31,5,44462
Wairarapa,2015-08-31,7,44529
Wairarapa,2015-09-30,4,44596
Wairarapa,2015-10-31,8,44664
Wairarapa,2015-11-30,8,44732
Wairarapa,2015-12-31,9,44800
Nelson Marlborough,2015-01-31,17,147638
Nelson Marlborough,2015-02-28,17,147883
Nelson Marlborough,2015-03-31,18,148133
Nelson Marlborough,2015-04-30,15,148387
Nelson Marlborough,2015-05-31,21,148644
Nelson Marlborough,2015-06-30,10,148902
Nelson Marlborough,2015-07-31,13,149159
Nelson Marlborough,2015-08-31,19,149416
Nelson Marlborough,2015-09-30,19,149669
Nelson Marlborough,2015-10-31,22,149919
Nelson Marlborough,2015-11-30,21,150163
Nelson Marlborough,2015-12-31,25,150400
West Coast,2015-01-31,6,32804
West Coast,2015-02-28,6,32812
West Coast,2015-03-31,4,32821
West Coast,2015-04-30,3,32831
West Coast,2015-05-31,6,32843
West Coast,2015-06-30,2,32855
West Coast,2015-07-31,5,32867
West Coast,2015-08-31,7,32877
West Coast,2015-09-30,7,32887
West Coast,2015-10-31,11,32894
West Coast,2015-11-30,14,32899
West Coast,2015-12-31,9,32900
Canterbury,2015-01-31,89,527051
Canterbury,2015-02-28,52,528394
Canterbury,2015-03-31,40,529728
Canterbury,2015-04-30,36,531050
Canterbury,2015-05-31,61,532359
Canterbury,2015-06-30,41,533653
Canterbury,2015-07-31,41,534930
Canterbury,2015-08-31,54,536189
Canterbury,2015-09-30,67,537427
Canterbury,2015-10-31,69,538643
Canterbury,2015-11-30,90,539834
Canterbury,2015-12-31,89,541000
South Canterbury,2015-01-31,19,58877
South Canterbury,2015-02-28,8,58958
South Canterbury,2015-03-31,9,59040
South Canterbury,2015-04-30,8,59125
South Canterbury,2015-05-31,8,59211
South Canterbury,2015-06-30,3,59298
South Canterbury,2015-07-31,6,59384
South Canterbury,2015-08-31,9,59471
South Canterbury,2015-09-30,11,59556
South Canterbury,2015-10-31,13,59640
South Canterbury,2015-11-30,17,59721
South Canterbury,2015-12-31,15,59800
Southern,2015-01-31,50,317445
Southern,2015-02-28,46,318002
Southern,2015-03-31,38,318569
Southern,2015-04-30,36,319144
Southern,2015-05-31,37,319725
Southern,2015-06-30,34,320310
Southern,2015-07-31,25,320898
Southern,2015-08-31,27,321486
Southern,2015-09-30,52,322072
Southern,2015-10-31,47,322654
Southern,2015-11-30,56,323231
Southern,2015-12-31,67,323800
Northland,2016-01-31,32,176786
Waitemata,2016-01-31,112,589690
Auckland,2016-01-31,56,482053
Counties Manukau,2016-01-31,61,539636
Waikato,2016-01-31,63,402826
Lakes,2016-01-31,18,109299
Bay of Plenty,2016-01-31,27,233566
Tairawhiti,2016-01-31,4,48847
Taranaki,2016-01-31,27,118741
Hawke's Bay,2016-01-31,36,167053
Whanganui,2016-01-31,12,65179
MidCentral,2016-01-31,24,176627
Hutt Valley,2016-01-31,19,149837
Capital and Coast,2016-01-31,42,307764
Wairarapa,2016-01-31,6,44868
Nelson Marlborough,2016-01-31,24,150630
West Coast,2016-01-31,5,32898
Canterbury,2016-01-31,67,542138
South Canterbury,2016-01-31,23,59875
Southern,2016-01-31,62,324360
Northland,2016-02-29,20,177175
Waitemata,2016-02-29,55,590890
Auckland,2016-02-29,39,482681
Counties Manukau,2016-02-29,39,540970
Waikato,2016-02-29,30,403666
Lakes,2016-02-29,8,109497
Bay of Plenty,2016-02-29,15,234251
Tairawhiti,2016-02-29,6,48892
Taranaki,2016-02-29,22,118879
Hawke's Bay,2016-02-29,16,167300
Whanganui,2016-02-29,2,65254
MidCentral,2016-02-29,18,176849
Hutt Valley,2016-02-29,13,150070
Capital and Coast,2016-02-29,24,308119
Wairarapa,2016-02-29,5,44937
Nelson Marlborough,2016-02-29,15,150852
West Coast,2016-02-29,2,32892
Canterbury,2016-02-29,64,543248
South Canterbury,2016-02-29,13,59948
Southern,2016-02-29,48,324913
Northland,2016-03-31,25,177569
Waitemata,2016-03-31,39,592099
Auckland,2016-03-31,43,483286
Counties Manukau,2016-03-31,28,542299
Waikato,2016-03-31,44,404516
Lakes,2016-03-31,7,109693
Bay of Plenty,2016-03-31,16,234951
Tairawhiti,2016-03-31,4,48933
Taranaki,2016-03-31,14,119015
Hawke's Bay,2016-03-31,8,167542
Whanganui,2016-03-31,3,65326
MidCentral,2016-03-31,16,177068
Hutt Valley,2016-03-31,12,150298
Capital and Coast,2016-03-31,27,308464
Wairarapa,2016-03-31,4,45007
Nelson Marlborough,2016-03-31,10,151069
West Coast,2016-03-31,5,32883
Canterbury,2016-03-31,58,544329
South Canterbury,2016-03-31,14,60017
Southern,2016-03-31,39,325460
Northland,2016-04-30,8,177965
Waitemata,2016-04-30,46,593312
Auckland,2016-04-30,31,483870
Counties Manukau,2016-04-30,32,543623
Waikato,2016-04-30,47,405375
Lakes,2016-04-30,7,109889
Bay of Plenty,2016-04-30,12,235665
Tairawhiti,2016-04-30,4,48971
Taranaki,2016-04-30,9,119148
Hawke's Bay,2016-04-30,28,167780
Whanganui,2016-04-30,4,65395
MidCentral,2016-04-30,10,177285
Hutt Valley,2016-04-30,14,150521
Capital and Coast,2016-04-30,22,308804
Wairarapa,2016-04-30,2,45077
Nelson Marlborough,2016-04-30,11,151280
West Coast,2016-04-30,2,32871
Canterbury,2016-04-30,35,545381
South Canterbury,2016-04-30,5,60082
Southern,2016-04-30,36,326002
Northland,2016-05-31,16,178364
Waitemata,2016-05-31,43,594529
Auckland,2016-05-31,30,484434
Counties Manukau,2016-05-31,31,544939
Waikato,2016-05-31,27,406238
Lakes,2016-05-31,7,110083
Bay of Plenty,2016-05-31,16,236391
Tairawhiti,2016-05-31,6,49007
Taranaki,2016-05-31,15,119278
Hawke's Bay,2016-05-31,28,168015
Whanganui,2016-05-31,4,65461
MidCentral,2016-05-31,16,177500
Hutt Valley,2016-05-31,11,150739
Capital and Coast,2016-05-31,21,309138
Wairarapa,2016-05-31,1,45149
Nelson Marlborough,2016-05-31,14,151487
West Coast,2016-05-31,3,32856
Canterbury,2016-05-31,54,546404
South Canterbury,2016-05-31,8,60145
Southern,2016-05-31,40,326542
Northland,2016-06-30,6,178765
Waitemata,2016-06-30,37,595745
Auckland,2016-06-30,32,484982
Counties Manukau,2016-06-30,26,546245
Waikato,2016-06-30,23,407104
Lakes,2016-06-30,9,110276
Bay of Plenty,2016-06-30,21,237125
Tairawhiti,2016-06-30,6,49040
Taranaki,2016-06-30,5,119405
Hawke's Bay,2016-06-30,16,168246
Whanganui,2016-06-30,8,65525
MidCentral,2016-06-30,20,177713
Hutt Valley,2016-06-30,7,150951
Capital and Coast,2016-06-30,33,309470
Wairarapa,2016-06-30,4,45222
Nelson Marlborough,2016-06-30,9,151691
West Coast,2016-06-30,5,32839
Canterbury,2016-06-30,34,547397
South Canterbury,2016-06-30,4,60204
Southern,2016-06-30,29,327082
Northland,2016-07-31,22,179169
Waitemata,2016-07-31,60,596959
Auckland,2016-07-31,35,485513
Counties Manukau,2016-07-31,27,547541
Waikato,2016-07-31,33,407970
Lakes,2016-07-31,3,110467
Bay of Plenty,2016-07-31,22,237867
Tairawhiti,2016-07-31,4,49071
Taranaki,2016-07-31,5,119529
Hawke's Bay,2016-07-31,14,168475
Whanganui,2016-07-31,5,65588
MidCentral,2016-07-31,19,177925
Hutt Valley,2016-07-31,9,151157
Capital and Coast,2016-07-31,31,309800
Wairarapa,2016-07-31,0,45296
Nelson Marlborough,2016-07-31,8,151892
West Coast,2016-07-31,0,32820
Canterbury,2016-07-31,23,548359
South Canterbury,2016-07-31,6,60261
Southern,2016-07-31,16,327622
Northland,2016-08-31,40,179574
Waitemata,2016-08-31,76,598168
Auckland,2016-08-31,34,486031
Counties Manukau,2016-08-31,35,548825
Waikato,2016-08-31,46,408833
Lakes,2016-08-31,11,110657
Bay of Plenty,2016-08-31,23,238613
Tairawhiti,2016-08-31,3,49100
Taranaki,2016-08-31,15,119650
Hawke's Bay,2016-08-31,627,168701
Whanganui,2016-08-31,12,65650
MidCentral,2016-08-31,22,178138
Hutt Valley,2016-08-31,12,151358
Capital and Coast,2016-08-31,40,310131
Wairarapa,2016-08-31,7,45373
Nelson Marlborough,2016-08-31,10,152093
West Coast,2016-08-31,1,32799
Canterbury,2016-08-31,62,549291
South Canterbury,2016-08-31,9,60314
Southern,2016-08-31,29,328165
Northland,2016-09-30,38,179980
Waitemata,2016-09-30,43,599369
Auckland,2016-09-30,32,486537
Counties Manukau,2016-09-30,38,550094
Waikato,2016-09-30,56,409690
Lakes,2016-09-30,19,110846
Bay of Plenty,2016-09-30,22,239362
Tairawhiti,2016-09-30,11,49127
Taranaki,2016-09-30,23,119768
Hawke's Bay,2016-09-30,58,168927
Whanganui,2016-09-30,9,65712
MidCentral,2016-09-30,23,178351
Hutt Valley,2016-09-30,12,151553
Capital and Coast,2016-09-30,28,310465
Wairarapa,2016-09-30,7,45451
Nelson Marlborough,2016-09-30,13,152293
West Coast,2016-09-30,8,32776
Canterbury,2016-09-30,72,550191
South Canterbury,2016-09-30,16,60365
Southern,2016-09-30,43,328713
Northland,2016-10-31,28,180386
Waitemata,2016-10-31,79,600560
Auckland,2016-10-31,53,487032
Counties Manukau,2016-10-31,58,551347
Waikato,2016-10-31,70,410539
Lakes,2016-10-31,10,111032
Bay of Plenty,2016-10-31,23,240111
Tairawhiti,2016-10-31,4,49153
Taranaki,2016-10-31,35,119882
Hawke's Bay,2016-10-31,172,169151
Whanganui,2016-10-31,15,65774
MidCentral,2016-10-31,32,178565
Hutt Valley,2016-10-31,20,151742
Capital and Coast,2016-10-31,40,310803
Wairarapa,2016-10-31,17,45531
Nelson Marlborough,2016-10-31,21,152493
West Coast,2016-10-31,7,32752
Canterbury,2016-10-31,100,551060
South Canterbury,2016-10-31,22,60413
Southern,2016-10-31,50,329267
Northland,2016-11-30,26,180793
Waitemata,2016-11-30,88,601738
Auckland,2016-11-30,66,487519
Counties Manukau,2016-11-30,80,552583
Waikato,2016-11-30,63,411376
Lakes,2016-11-30,19,111217
Bay of Plenty,2016-11-30,25,240858
Tairawhiti,2016-11-30,12,49177
Taranaki,2016-11-30,28,119993
Hawke's Bay,2016-11-30,296,169375
Whanganui,2016-11-30,18,65836
MidCentral,2016-11-30,54,178781
Hutt Valley,2016-11-30,34,151924
Capital and Coast,2016-11-30,52,311148
Wairarapa,2016-11-30,10,45614
Nelson Marlborough,2016-11-30,19,152695
West Coast,2016-11-30,12,32726
Canterbury,2016-11-30,96,551896
South Canterbury,2016-11-30,18,60458
Southern,2016-11-30,87,329828
Northland,2016-12-31,28,181200
Waitemata,2016-12-31,95,602900
Auckland,2016-12-31,69,488000
Counties Manukau,2016-12-31,51,553800
Waikato,2016-12-31,61,412200
Lakes,2016-12-31,12,111400
Bay of Plenty,2016-12-31,24,241600
Tairawhiti,2016-12-31,10,49200
Taranaki,2016-12-31,38,120100
Hawke's Bay,2016-12-31,37,169600
Whanganui,2016-12-31,10,65900
MidCentral,2016-12-31,42,179000
Hutt Valley,2016-12-31,32,152100
Capital and Coast,2016-12-31,53,311500
Wairarapa,2016-12-31,10,45700
Nelson Marlborough,2016-12-31,20,152900
West Coast,2016-12-31,10,32700
Canterbury,2016-12-31,97,552700
South Canterbury,2016-12-31,13,60500
Southern,2016-12-31,84,330400
Northland,2017-01-31,23,181606
Waitemata,2017-01-31,67,604044
Auckland,2017-01-31,47,488475
Counties Manukau,2017-01-31,49,554997
Waikato,2017-01-31,64,413008
Lakes,2017-01-31,14,111581
Bay of Plenty,2017-01-31,32,242336
Tairawhiti,2017-01-31,9,49222
Taranaki,2017-01-31,17,120203
Hawke's Bay,2017-01-31,22,169825
Whanganui,2017-01-31,8,65965
MidCentral,2017-01-31,24,179222
Hutt Valley,2017-01-31,15,152269
Capital and Coast,2017-01-31,47,311862
Wairarapa,2017-01-31,3,45788
Nelson Marlborough,2017-01-31,26,153108
West Coast,2017-01-31,3,32673
Canterbury,2017-01-31,109,553472
South Canterbury,2017-01-31,12,60540
Southern,2017-01-31,72,330982
Northland,2017-02-28,19,182011
Waitemata,2017-02-28,59,605170
Auckland,2017-02-28,38,488946
Counties Manukau,2017-02-28,43,556173
Waikato,2017-02-28,43,413799
Lakes,2017-02-28,17,111760
Bay of Plenty,2017-02-28,19,243064
Tairawhiti,2017-02-28,2,49243
Taranaki,2017-02-28,24,120304
Hawke's Bay,2017-02-28,24,170051
Whanganui,2017-02-28,8,66032
MidCentral,2017-02-28,24,179446
Hutt Valley,2017-02-28,15,152433
Capital and Coast,2017-02-28,34,312231
Wairarapa,2017-02-28,5,45879
Nelson Marlborough,2017-02-28,15,153319
West Coast,2017-02-28,3,32646
Canterbury,2017-02-28,59,554214
South Canterbury,2017-02-28,10,60577
Southern,2017-02-28,97,331574
Northland,2017-03-31,10,182414
Waitemata,2017-03-31,29,606274
Auckland,2017-03-31,48,489411
Counties Manukau,2017-03-31,35,557330
Waikato,2017-03-31,30,414576
Lakes,2017-03-31,15,111937
Bay of Plenty,2017-03-31,9,243783
Tairawhiti,2017-03-31,3,49264
Taranaki,2017-03-31,12,120402
Hawke's Bay,2017-03-31,13,170278
Whanganui,2017-03-31,6,66099
MidCentral,2017-03-31,22,179673
Hutt Valley,2017-03-31,17,152591
Capital and Coast,2017-03-31,26,312606
Wairarapa,2017-03-31,3,45972
Nelson Marlborough,2017-03-31,18,153533
West Coast,2017-03-31,4,32619
Canterbury,2017-03-31,54,554930
South Canterbury,2017-03-31,16,60612
Southern,2017-03-31,66,332171
Northland,2017-04-30,17,182813
Waitemata,2017-04-30,44,607357
Auckland,2017-04-30,29,489870
Counties Manukau,2017-04-30,26,558469
Waikato,2017-04-30,23,415338
Lakes,2017-04-30,8,112111
Bay of Plenty,2017-04-30,19,244493
Tairawhiti,2017-04-30,3,49285
Taranaki,2017-04-30,11,120499
Hawke's Bay,2017-04-30,16,170504
Whanganui,2017-04-30,7,66168
MidCentral,2017-04-30,16,179900
Hutt Valley,2017-04-30,9,152745
Capital and Coast,2017-04-30,22,312985
Wairarapa,2017-04-30,3,46065
Nelson Marlborough,2017-04-30,14,153748
West Coast,2017-04-30,2,32592
Canterbury,2017-04-30,38,555624
South Canterbury,2017-04-30,7,60646
Southern,2017-04-30,58,332772
Northland,2017-05-31,10,183209
Waitemata,2017-05-31,47,608418
Auckland,2017-05-31,44,490323
Counties Manukau,2017-05-31,35,559590
Waikato,2017-05-31,27,416086
Lakes,2017-05-31,12,112282
Bay of Plenty,2017-05-31,8,245192
Tairawhiti,2017-05-31,5,49306
Taranaki,2017-05-31,10,120594
Hawke's Bay,2017-05-31,22,170731
Whanganui,2017-05-31,8,66236
MidCentral,2017-05-31,23,180129
