DHB,Date,Age,Ethnicity,Eligible,Immunised
Nelson Marlborough,2017-12-31,24 months,Maori,68,63
Nelson Marlborough,2017-12-31,24 months,NZE,242,219
Nelson Marlborough,2017-12-31,24 months,Other,32,26
Nelson Marlborough,2017-12-31,24 months,Pacific,NA,NA
Nelson Marlborough,2017-12-31,24 months,Total,380,344
Nelson Marlborough,2017-12-31,5 years,Asian,28,24
Nelson Marlborough,2017-12-31,5 years,Maori,83,69
Nelson Marlborough,2017-12-31,5 years,NZE,272,242
Nelson Marlborough,2017-12-31,5 years,Other,42,33
Nelson Marlborough,2017-12-31,5 years,Pacific,18,16
Nelson Marlborough,2017-12-31,5 years,Total,443,384
Nelson Marlborough,2018-03-31,6 months,Asian,22,21
Nelson Marlborough,2018-03-31,6 months,Maori,71,49
Nelson Marlborough,2018-03-31,6 months,NZE,249,204
Nelson Marlborough,2018-03-31,6 months,Other,32,18
Nelson Marlborough,2018-03-31,6 months,Pacific,11,11
Nelson Marlborough,2018-03-31,6 months,Total,385,303
Nelson Marlborough,2018-03-31,8 months,Asian,25,24
Nelson Marlborough,2018-03-31,8 months,Maori,83,73
Nelson Marlborough,2018-03-31,8 months,NZE,210,186
Nelson Marlborough,2018-03-31,8 months,Other,37,24
Nelson Marlborough,2018-03-31,8 months,Pacific,NA,NA
Nelson Marlborough,2018-03-31,8 months,Total,364,316
Nelson Marlborough,2018-03-31,12 months,Asian,21,21
Nelson Marlborough,2018-03-31,12 months,Maori,70,61
Nelson Marlborough,2018-03-31,12 months,NZE,244,226
Nelson Marlborough,2018-03-31,12 months,Other,19,18
Nelson Marlborough,2018-03-31,12 months,Pacific,NA,NA
Nelson Marlborough,2018-03-31,12 months,Total,363,335
Nelson Marlborough,2018-03-31,18 months,Asian,38,35
Nelson Marlborough,2018-03-31,18 months,Maori,82,68
Nelson Marlborough,2018-03-31,18 months,NZE,255,218
Nelson Marlborough,2018-03-31,18 months,Other,36,25
Nelson Marlborough,2018-03-31,18 months,Pacific,15,14
Nelson Marlborough,2018-03-31,18 months,Total,426,360
Nelson Marlborough,2018-03-31,24 months,Asian,29,29
Nelson Marlborough,2018-03-31,24 months,Maori,84,74
Nelson Marlborough,2018-03-31,24 months,NZE,287,258
Nelson Marlborough,2018-03-31,24 months,Other,31,24
Nelson Marlborough,2018-03-31,24 months,Pacific,NA,NA
Nelson Marlborough,2018-03-31,24 months,Total,440,394
Nelson Marlborough,2018-03-31,5 years,Asian,29,24
Nelson Marlborough,2018-03-31,5 years,Maori,55,51
Nelson Marlborough,2018-03-31,5 years,NZE,309,281
Nelson Marlborough,2018-03-31,5 years,Other,38,28
Nelson Marlborough,2018-03-31,5 years,Pacific,NA,NA
Nelson Marlborough,2018-03-31,5 years,Total,439,391
Nelson Marlborough,2018-06-30,6 months,Asian,36,35
Nelson Marlborough,2018-06-30,6 months,Maori,73,54
Nelson Marlborough,2018-06-30,6 months,NZE,219,179
Nelson Marlborough,2018-06-30,6 months,Other,29,17
Nelson Marlborough,2018-06-30,6 months,Pacific,13,10
Nelson Marlborough,2018-06-30,6 months,Total,370,295
Nelson Marlborough,2018-06-30,8 months,Asian,24,23
Nelson Marlborough,2018-06-30,8 months,Maori,74,65
Nelson Marlborough,2018-06-30,8 months,NZE,252,236
Nelson Marlborough,2018-06-30,8 months,Other,35,23
Nelson Marlborough,2018-06-30,8 months,Pacific,11,10
Nelson Marlborough,2018-06-30,8 months,Total,396,357
Nelson Marlborough,2018-06-30,12 months,Asian,21,21
Nelson Marlborough,2018-06-30,12 months,Maori,77,73
Nelson Marlborough,2018-06-30,12 months,NZE,199,177
Nelson Marlborough,2018-06-30,12 months,Other,35,23
Nelson Marlborough,2018-06-30,12 months,Pacific,10,10
Nelson Marlborough,2018-06-30,12 months,Total,342,304
Nelson Marlborough,2018-06-30,18 months,Asian,25,22
Nelson Marlborough,2018-06-30,18 months,Maori,74,59
Nelson Marlborough,2018-06-30,18 months,NZE,226,199
Nelson Marlborough,2018-06-30,18 months,Other,38,23
Nelson Marlborough,2018-06-30,18 months,Pacific,10,NA
Nelson Marlborough,2018-06-30,18 months,Total,373,311
Nelson Marlborough,2018-06-30,24 months,Asian,27,25
Nelson Marlborough,2018-06-30,24 months,Maori,88,74
Nelson Marlborough,2018-06-30,24 months,NZE,246,218
Nelson Marlborough,2018-06-30,24 months,Other,31,23
Nelson Marlborough,2018-06-30,24 months,Pacific,13,13
Nelson Marlborough,2018-06-30,24 months,Total,405,353
Nelson Marlborough,2018-06-30,5 years,Asian,25,23
Nelson Marlborough,2018-06-30,5 years,Maori,72,65
Nelson Marlborough,2018-06-30,5 years,NZE,273,244
Nelson Marlborough,2018-06-30,5 years,Other,33,26
Nelson Marlborough,2018-06-30,5 years,Pacific,NA,NA
Nelson Marlborough,2018-06-30,5 years,Total,409,363
Nelson Marlborough,2018-09-30,6 months,Asian,38,38
Nelson Marlborough,2018-09-30,6 months,Maori,77,56
Nelson Marlborough,2018-09-30,6 months,NZE,223,184
Nelson Marlborough,2018-09-30,6 months,Other,48,28
Nelson Marlborough,2018-09-30,6 months,Pacific,NA,NA
Nelson Marlborough,2018-09-30,6 months,Total,395,315
Nelson Marlborough,2018-09-30,8 months,Asian,36,35
Nelson Marlborough,2018-09-30,8 months,Maori,67,60
Nelson Marlborough,2018-09-30,8 months,NZE,211,193
Nelson Marlborough,2018-09-30,8 months,Other,32,26
Nelson Marlborough,2018-09-30,8 months,Pacific,14,14
Nelson Marlborough,2018-09-30,8 months,Total,360,328
Nelson Marlborough,2018-09-30,12 months,Asian,23,22
Nelson Marlborough,2018-09-30,12 months,Maori,70,62
Nelson Marlborough,2018-09-30,12 months,NZE,246,227
Nelson Marlborough,2018-09-30,12 months,Other,33,27
Nelson Marlborough,2018-09-30,12 months,Pacific,12,11
Nelson Marlborough,2018-09-30,12 months,Total,384,349
Nelson Marlborough,2018-09-30,18 months,Asian,19,18
Nelson Marlborough,2018-09-30,18 months,Maori,68,50
Nelson Marlborough,2018-09-30,18 months,NZE,241,200
Nelson Marlborough,2018-09-30,18 months,Other,20,15
Nelson Marlborough,2018-09-30,18 months,Pacific,11,10
Nelson Marlborough,2018-09-30,18 months,Total,359,293
Nelson Marlborough,2018-09-30,24 months,Asian,38,35
Nelson Marlborough,2018-09-30,24 months,Maori,82,74
Nelson Marlborough,2018-09-30,24 months,NZE,258,229
Nelson Marlborough,2018-09-30,24 months,Other,36,27
Nelson Marlborough,2018-09-30,24 months,Pacific,17,16
Nelson Marlborough,2018-09-30,24 months,Total,431,381
Nelson Marlborough,2018-09-30,5 years,Asian,25,22
Nelson Marlborough,2018-09-30,5 years,Maori,67,57
Nelson Marlborough,2018-09-30,5 years,NZE,316,285
Nelson Marlborough,2018-09-30,5 years,Other,37,25
Nelson Marlborough,2018-09-30,5 years,Pacific,NA,NA
Nelson Marlborough,2018-09-30,5 years,Total,453,396
Nelson Marlborough,2018-12-31,6 months,Asian,26,25
Nelson Marlborough,2018-12-31,6 months,Maori,77,56
Nelson Marlborough,2018-12-31,6 months,NZE,222,172
Nelson Marlborough,2018-12-31,6 months,Other,29,21
Nelson Marlborough,2018-12-31,6 months,Pacific,NA,NA
Nelson Marlborough,2018-12-31,6 months,Total,360,279
Nelson Marlborough,2018-12-31,8 months,Asian,33,33
Nelson Marlborough,2018-12-31,8 months,Maori,85,71
Nelson Marlborough,2018-12-31,8 months,NZE,229,210
Nelson Marlborough,2018-12-31,8 months,Other,38,27
Nelson Marlborough,2018-12-31,8 months,Pacific,NA,NA
Nelson Marlborough,2018-12-31,8 months,Total,392,347
Nelson Marlborough,2018-12-31,12 months,Asian,35,34
Nelson Marlborough,2018-12-31,12 months,Maori,75,66
Nelson Marlborough,2018-12-31,12 months,NZE,221,207
Nelson Marlborough,2018-12-31,12 months,Other,28,21
Nelson Marlborough,2018-12-31,12 months,Pacific,10,10
Nelson Marlborough,2018-12-31,12 months,Total,369,338
Nelson Marlborough,2018-12-31,18 months,Asian,22,21
Nelson Marlborough,2018-12-31,18 months,Maori,83,69
Nelson Marlborough,2018-12-31,18 months,NZE,201,163
Nelson Marlborough,2018-12-31,18 months,Other,36,22
Nelson Marlborough,2018-12-31,18 months,Pacific,11,10
Nelson Marlborough,2018-12-31,18 months,Total,353,285
Nelson Marlborough,2018-12-31,24 months,Asian,24,22
Nelson Marlborough,2018-12-31,24 months,Maori,82,70
Nelson Marlborough,2018-12-31,24 months,NZE,226,206
Nelson Marlborough,2018-12-31,24 months,Other,39,24
Nelson Marlborough,2018-12-31,24 months,Pacific,NA,NA
Nelson Marlborough,2018-12-31,24 months,Total,380,330
Nelson Marlborough,2018-12-31,5 years,Asian,35,28
Nelson Marlborough,2018-12-31,5 years,Maori,75,63
Nelson Marlborough,2018-12-31,5 years,NZE,283,249
Nelson Marlborough,2018-12-31,5 years,Other,30,23
Nelson Marlborough,2018-12-31,5 years,Pacific,15,14
Nelson Marlborough,2018-12-31,5 years,Total,438,377
Nelson Marlborough,2019-03-31,6 months,Asian,26,23
Nelson Marlborough,2019-03-31,6 months,Maori,97,65
Nelson Marlborough,2019-03-31,6 months,NZE,218,179
Nelson Marlborough,2019-03-31,6 months,Other,25,13
Nelson Marlborough,2019-03-31,6 months,Pacific,16,14
Nelson Marlborough,2019-03-31,6 months,Total,382,294
Nelson Marlborough,2019-03-31,8 months,Asian,25,24
Nelson Marlborough,2019-03-31,8 months,Maori,80,70
Nelson Marlborough,2019-03-31,8 months,NZE,223,199
Nelson Marlborough,2019-03-31,8 months,Other,28,22
Nelson Marlborough,2019-03-31,8 months,Pacific,NA,NA
Nelson Marlborough,2019-03-31,8 months,Total,362,321
Nelson Marlborough,2019-03-31,12 months,Asian,37,37
Nelson Marlborough,2019-03-31,12 months,Maori,77,69
Nelson Marlborough,2019-03-31,12 months,NZE,228,210
Nelson Marlborough,2019-03-31,12 months,Other,46,31
Nelson Marlborough,2019-03-31,12 months,Pacific,11,NA
Nelson Marlborough,2019-03-31,12 months,Total,399,356
Nelson Marlborough,2019-03-31,18 months,Asian,23,23
Nelson Marlborough,2019-03-31,18 months,Maori,70,48
Nelson Marlborough,2019-03-31,18 months,NZE,258,212
Nelson Marlborough,2019-03-31,18 months,Other,34,21
Nelson Marlborough,2019-03-31,18 months,Pacific,13,11
Nelson Marlborough,2019-03-31,18 months,Total,398,315
Nelson Marlborough,2019-03-31,24 months,Asian,18,18
Nelson Marlborough,2019-03-31,24 months,Maori,73,64
Nelson Marlborough,2019-03-31,24 months,NZE,240,214
Nelson Marlborough,2019-03-31,24 months,Other,20,17
Nelson Marlborough,2019-03-31,24 months,Pacific,11,10
Nelson Marlborough,2019-03-31,24 months,Total,362,323
Nelson Marlborough,2019-03-31,5 years,Asian,26,24
Nelson Marlborough,2019-03-31,5 years,Maori,72,62
Nelson Marlborough,2019-03-31,5 years,NZE,251,226
Nelson Marlborough,2019-03-31,5 years,Other,32,23
Nelson Marlborough,2019-03-31,5 years,Pacific,13,NA
Nelson Marlborough,2019-03-31,5 years,Total,394,344
Nelson Marlborough,2019-06-30,6 months,Asian,32,28
Nelson Marlborough,2019-06-30,6 months,Maori,82,51
Nelson Marlborough,2019-06-30,6 months,NZE,212,174
Nelson Marlborough,2019-06-30,6 months,Other,42,28
Nelson Marlborough,2019-06-30,6 months,Pacific,12,NA
Nelson Marlborough,2019-06-30,6 months,Total,380,289
Nelson Marlborough,2019-06-30,8 months,Asian,30,28
Nelson Marlborough,2019-06-30,8 months,Maori,94,78
Nelson Marlborough,2019-06-30,8 months,NZE,222,203
Nelson Marlborough,2019-06-30,8 months,Other,28,20
Nelson Marlborough,2019-06-30,8 months,Pacific,16,16
Nelson Marlborough,2019-06-30,8 months,Total,390,345
Nelson Marlborough,2019-06-30,12 months,Asian,26,26
Nelson Marlborough,2019-06-30,12 months,Maori,76,67
Nelson Marlborough,2019-06-30,12 months,NZE,218,195
Nelson Marlborough,2019-06-30,12 months,Other,28,22
Nelson Marlborough,2019-06-30,12 months,Pacific,NA,NA
Nelson Marlborough,2019-06-30,12 months,Total,354,315
Nelson Marlborough,2019-06-30,18 months,Asian,31,29
Nelson Marlborough,2019-06-30,18 months,Maori,76,60
Nelson Marlborough,2019-06-30,18 months,NZE,224,200
Nelson Marlborough,2019-06-30,18 months,Other,38,25
Nelson Marlborough,2019-06-30,18 months,Pacific,12,11
Nelson Marlborough,2019-06-30,18 months,Total,381,325
Nelson Marlborough,2019-06-30,24 months,Asian,22,21
Nelson Marlborough,2019-06-30,24 months,Maori,83,72
Nelson Marlborough,2019-06-30,24 months,NZE,200,176
Nelson Marlborough,2019-06-30,24 months,Other,42,25
Nelson Marlborough,2019-06-30,24 months,Pacific,12,12
Nelson Marlborough,2019-06-30,24 months,Total,359,306
Nelson Marlborough,2019-06-30,5 years,Asian,24,20
Nelson Marlborough,2019-06-30,5 years,Maori,80,66
Nelson Marlborough,2019-06-30,5 years,NZE,249,227
Nelson Marlborough,2019-06-30,5 years,Other,50,38
Nelson Marlborough,2019-06-30,5 years,Pacific,17,13
Nelson Marlborough,2019-06-30,5 years,Total,420,364
Nelson Marlborough,2019-09-30,6 months,Asian,29,23
Nelson Marlborough,2019-09-30,6 months,Maori,89,60
Nelson Marlborough,2019-09-30,6 months,NZE,228,184
Nelson Marlborough,2019-09-30,6 months,Other,25,19
Nelson Marlborough,2019-09-30,6 months,Pacific,12,NA
Nelson Marlborough,2019-09-30,6 months,Total,383,295
Nelson Marlborough,2019-09-30,8 months,Asian,32,32
Nelson Marlborough,2019-09-30,8 months,Maori,90,75
Nelson Marlborough,2019-09-30,8 months,NZE,205,180
Nelson Marlborough,2019-09-30,8 months,Other,37,30
Nelson Marlborough,2019-09-30,8 months,Pacific,13,11
Nelson Marlborough,2019-09-30,8 months,Total,377,328
Nelson Marlborough,2019-09-30,12 months,Asian,28,27
Nelson Marlborough,2019-09-30,12 months,Maori,98,86
Nelson Marlborough,2019-09-30,12 months,NZE,221,207
Nelson Marlborough,2019-09-30,12 months,Other,25,21
Nelson Marlborough,2019-09-30,12 months,Pacific,15,15
Nelson Marlborough,2019-09-30,12 months,Total,387,356
Nelson Marlborough,2019-09-30,18 months,Asian,37,34
Nelson Marlborough,2019-09-30,18 months,Maori,83,69
Nelson Marlborough,2019-09-30,18 months,NZE,225,190
Nelson Marlborough,2019-09-30,18 months,Other,48,28
Nelson Marlborough,2019-09-30,18 months,Pacific,14,11
Nelson Marlborough,2019-09-30,18 months,Total,407,332
Nelson Marlborough,2019-09-30,24 months,Asian,24,24
Nelson Marlborough,2019-09-30,24 months,Maori,69,60
Nelson Marlborough,2019-09-30,24 months,NZE,255,230
Nelson Marlborough,2019-09-30,24 months,Other,32,25
Nelson Marlborough,2019-09-30,24 months,Pacific,13,12
Nelson Marlborough,2019-09-30,24 months,Total,393,351
Nelson Marlborough,2019-09-30,5 years,Asian,29,29
Nelson Marlborough,2019-09-30,5 years,Maori,79,66
Nelson Marlborough,2019-09-30,5 years,NZE,236,206
Nelson Marlborough,2019-09-30,5 years,Other,33,23
Nelson Marlborough,2019-09-30,5 years,Pacific,15,NA
Nelson Marlborough,2019-09-30,5 years,Total,392,333
Nelson Marlborough,2019-12-31,6 months,Asian,35,31
Nelson Marlborough,2019-12-31,6 months,Maori,63,47
Nelson Marlborough,2019-12-31,6 months,NZE,206,183
Nelson Marlborough,2019-12-31,6 months,Other,28,20
Nelson Marlborough,2019-12-31,6 months,Pacific,NA,NA
Nelson Marlborough,2019-12-31,6 months,Total,338,286
Nelson Marlborough,2019-12-31,8 months,Asian,31,31
Nelson Marlborough,2019-12-31,8 months,Maori,80,74
Nelson Marlborough,2019-12-31,8 months,NZE,215,201
Nelson Marlborough,2019-12-31,8 months,Other,30,23
Nelson Marlborough,2019-12-31,8 months,Pacific,NA,NA
Nelson Marlborough,2019-12-31,8 months,Total,365,338
Nelson Marlborough,2019-12-31,12 months,Asian,32,31
Nelson Marlborough,2019-12-31,12 months,Maori,85,75
Nelson Marlborough,2019-12-31,12 months,NZE,210,190
Nelson Marlborough,2019-12-31,12 months,Other,42,32
Nelson Marlborough,2019-12-31,12 months,Pacific,11,10
Nelson Marlborough,2019-12-31,12 months,Total,380,338
Nelson Marlborough,2019-12-31,18 months,Asian,29,26
Nelson Marlborough,2019-12-31,18 months,Maori,73,61
Nelson Marlborough,2019-12-31,18 months,NZE,225,193
Nelson Marlborough,2019-12-31,18 months,Other,31,24
Nelson Marlborough,2019-12-31,18 months,Pacific,NA,NA
Nelson Marlborough,2019-12-31,18 months,Total,364,309
Nelson Marlborough,2019-12-31,24 months,Asian,33,29
Nelson Marlborough,2019-12-31,24 months,Maori,76,65
Nelson Marlborough,2019-12-31,24 months,NZE,223,206
Nelson Marlborough,2019-12-31,24 months,Other,40,32
Nelson Marlborough,2019-12-31,24 months,Pacific,13,12
Nelson Marlborough,2019-12-31,24 months,Total,385,344
Nelson Marlborough,2019-12-31,5 years,Asian,29,26
Nelson Marlborough,2019-12-31,5 years,Maori,70,59
Nelson Marlborough,2019-12-31,5 years,NZE,283,245
Nelson Marlborough,2019-12-31,5 years,Other,43,30
Nelson Marlborough,2019-12-31,5 years,Pacific,19,16
Nelson Marlborough,2019-12-31,5 years,Total,444,376
Nelson Marlborough,2020-03-31,6 months,Asian,28,25
Nelson Marlborough,2020-03-31,6 months,Maori,81,54
Nelson Marlborough,2020-03-31,6 months,NZE,207,182
Nelson Marlborough,2020-03-31,6 months,Other,37,28
Nelson Marlborough,2020-03-31,6 months,Pacific,17,14
Nelson Marlborough,2020-03-31,6 months,Total,370,303
Nelson Marlborough,2020-03-31,8 months,Asian,31,29
Nelson Marlborough,2020-03-31,8 months,Maori,61,51
Nelson Marlborough,2020-03-31,8 months,NZE,221,206
Nelson Marlborough,2020-03-31,8 months,Other,28,22
Nelson Marlborough,2020-03-31,8 months,Pacific,10,NA
Nelson Marlborough,2020-03-31,8 months,Total,351,315
Nelson Marlborough,2020-03-31,12 months,Asian,29,29
Nelson Marlborough,2020-03-31,12 months,Maori,88,78
Nelson Marlborough,2020-03-31,12 months,NZE,232,213
Nelson Marlborough,2020-03-31,12 months,Other,27,22
Nelson Marlborough,2020-03-31,12 months,Pacific,13,12
Nelson Marlborough,2020-03-31,12 months,Total,389,354
Nelson Marlborough,2020-03-31,18 months,Asian,27,26
Nelson Marlborough,2020-03-31,18 months,Maori,99,75
Nelson Marlborough,2020-03-31,18 months,NZE,220,199
Nelson Marlborough,2020-03-31,18 months,Other,31,25
Nelson Marlborough,2020-03-31,18 months,Pacific,13,13
Nelson Marlborough,2020-03-31,18 months,Total,390,338
Nelson Marlborough,2020-03-31,24 months,Asian,36,35
Nelson Marlborough,2020-03-31,24 months,Maori,84,74
Nelson Marlborough,2020-03-31,24 months,NZE,224,202
Nelson Marlborough,2020-03-31,24 months,Other,48,33
Nelson Marlborough,2020-03-31,24 months,Pacific,14,13
Nelson Marlborough,2020-03-31,24 months,Total,406,357
Nelson Marlborough,2020-03-31,5 years,Asian,33,30
Nelson Marlborough,2020-03-31,5 years,Maori,85,79
Nelson Marlborough,2020-03-31,5 years,NZE,263,233
Nelson Marlborough,2020-03-31,5 years,Other,48,37
Nelson Marlborough,2020-03-31,5 years,Pacific,NA,NA
Nelson Marlborough,2020-03-31,5 years,Total,434,381
Nelson Marlborough,2020-06-30,6 months,Asian,46,43
Nelson Marlborough,2020-06-30,6 months,Maori,80,56
Nelson Marlborough,2020-06-30,6 months,NZE,214,170
Nelson Marlborough,2020-06-30,6 months,Other,33,27
Nelson Marlborough,2020-06-30,6 months,Pacific,12,10
Nelson Marlborough,2020-06-30,6 months,Total,385,306
Nelson Marlborough,2020-06-30,8 months,Asian,39,38
Nelson Marlborough,2020-06-30,8 months,Maori,78,69
Nelson Marlborough,2020-06-30,8 months,NZE,209,200
Nelson Marlborough,2020-06-30,8 months,Other,38,32
Nelson Marlborough,2020-06-30,8 months,Pacific,14,14
Nelson Marlborough,2020-06-30,8 months,Total,378,353
Nelson Marlborough,2020-06-30,12 months,Asian,37,36
Nelson Marlborough,2020-06-30,12 months,Maori,58,54
Nelson Marlborough,2020-06-30,12 months,NZE,209,194
Nelson Marlborough,2020-06-30,12 months,Other,27,20
Nelson Marlborough,2020-06-30,12 months,Pacific,NA,NA
Nelson Marlborough,2020-06-30,12 months,Total,339,310
Nelson Marlborough,2020-06-30,18 months,Asian,31,27
Nelson Marlborough,2020-06-30,18 months,Maori,87,65
Nelson Marlborough,2020-06-30,18 months,NZE,211,176
Nelson Marlborough,2020-06-30,18 months,Other,49,36
Nelson Marlborough,2020-06-30,18 months,Pacific,11,NA
Nelson Marlborough,2020-06-30,18 months,Total,389,312
Nelson Marlborough,2020-06-30,24 months,Asian,29,27
Nelson Marlborough,2020-06-30,24 months,Maori,71,60
Nelson Marlborough,2020-06-30,24 months,NZE,228,204
Nelson Marlborough,2020-06-30,24 months,Other,34,26
Nelson Marlborough,2020-06-30,24 months,Pacific,NA,NA
Nelson Marlborough,2020-06-30,24 months,Total,368,322
Nelson Marlborough,2020-06-30,5 years,Asian,44,40
Nelson Marlborough,2020-06-30,5 years,Maori,83,73
Nelson Marlborough,2020-06-30,5 years,NZE,248,229
Nelson Marlborough,2020-06-30,5 years,Other,34,22
Nelson Marlborough,2020-06-30,5 years,Pacific,13,12
Nelson Marlborough,2020-06-30,5 years,Total,422,376
Northland,2009-07-01,6 months,Asian,14,14
Northland,2009-07-01,6 months,Maori,288,116
Northland,2009-07-01,6 months,NZE,214,119
Northland,2009-07-01,6 months,Other,55,36
Northland,2009-07-01,6 months,Pacific,NA,NA
Northland,2009-07-01,6 months,Total,575,287
Northland,2009-07-01,12 months,Asian,NA,NA
Northland,2009-07-01,12 months,Maori,316,225
Northland,2009-07-01,12 months,NZE,205,171
Northland,2009-07-01,12 months,Other,53,40
Northland,2009-07-01,12 months,Pacific,10,NA
Northland,2009-07-01,12 months,Total,588,449
Northland,2009-07-01,18 months,Asian,16,12
Northland,2009-07-01,18 months,Maori,327,154
Northland,2009-07-01,18 months,NZE,203,141
Northland,2009-07-01,18 months,Other,51,26
Northland,2009-07-01,18 months,Pacific,NA,NA
Northland,2009-07-01,18 months,Total,606,339
Northland,2009-07-01,24 months,Asian,11,10
Northland,2009-07-01,24 months,Maori,318,210
Northland,2009-07-01,24 months,NZE,203,149
Northland,2009-07-01,24 months,Other,49,33
Northland,2009-07-01,24 months,Pacific,14,10
Northland,2009-07-01,24 months,Total,595,412
Northland,2010-01-01,6 months,Asian,13,12
Northland,2010-01-01,6 months,Maori,324,148
Northland,2010-01-01,6 months,NZE,186,130
Northland,2010-01-01,6 months,Other,56,36
Northland,2010-01-01,6 months,Pacific,NA,NA
Northland,2010-01-01,6 months,Total,587,332
Northland,2010-01-01,12 months,Asian,16,16
Northland,2010-01-01,12 months,Maori,299,212
Northland,2010-01-01,12 months,NZE,217,177
Northland,2010-01-01,12 months,Other,61,45
Northland,2010-01-01,12 months,Pacific,NA,NA
Northland,2010-01-01,12 months,Total,599,455
Northland,2010-01-01,18 months,Asian,NA,NA
Northland,2010-01-01,18 months,Maori,323,187
Northland,2010-01-01,18 months,NZE,203,151
Northland,2010-01-01,18 months,Other,58,40
Northland,2010-01-01,18 months,Pacific,12,10
Northland,2010-01-01,18 months,Total,602,393
Northland,2010-01-01,24 months,Asian,17,13
Northland,2010-01-01,24 months,Maori,330,240
Northland,2010-01-01,24 months,NZE,206,174
Northland,2010-01-01,24 months,Other,50,37
Northland,2010-01-01,24 months,Pacific,10,NA
Northland,2010-01-01,24 months,Total,613,471
Northland,2010-04-01,6 months,Asian,17,16
Northland,2010-04-01,6 months,Maori,279,117
Northland,2010-04-01,6 months,NZE,218,143
Northland,2010-04-01,6 months,Other,56,38
Northland,2010-04-01,6 months,Pacific,NA,NA
Northland,2010-04-01,6 months,Total,577,317
Northland,2010-04-01,12 months,Asian,12,11
Northland,2010-04-01,12 months,Maori,328,243
Northland,2010-04-01,12 months,NZE,191,154
Northland,2010-04-01,12 months,Other,36,26
Northland,2010-04-01,12 months,Pacific,10,NA
Northland,2010-04-01,12 months,Total,577,442
Northland,2010-04-01,18 months,Asian,NA,NA
Northland,2010-04-01,18 months,Maori,340,178
Northland,2010-04-01,18 months,NZE,207,143
Northland,2010-04-01,18 months,Other,63,40
Northland,2010-04-01,18 months,Pacific,15,NA
Northland,2010-04-01,18 months,Total,634,374
Northland,2010-04-01,24 months,Asian,14,13
Northland,2010-04-01,24 months,Maori,301,203
Northland,2010-04-01,24 months,NZE,191,150
Northland,2010-04-01,24 months,Other,52,36
Northland,2010-04-01,24 months,Pacific,NA,NA
Northland,2010-04-01,24 months,Total,566,406
Northland,2010-07-01,6 months,Asian,13,10
Northland,2010-07-01,6 months,Maori,328,144
Northland,2010-07-01,6 months,NZE,189,112
Northland,2010-07-01,6 months,Other,42,18
Northland,2010-07-01,6 months,Pacific,NA,NA
Northland,2010-07-01,6 months,Total,581,289
Northland,2010-07-01,12 months,Asian,13,13
Northland,2010-07-01,12 months,Maori,332,260
Northland,2010-07-01,12 months,NZE,184,160
Northland,2010-07-01,12 months,Other,63,45
Northland,2010-07-01,12 months,Pacific,NA,NA
Northland,2010-07-01,12 months,Total,600,485
Northland,2010-07-01,18 months,Asian,16,15
Northland,2010-07-01,18 months,Maori,320,163
Northland,2010-07-01,18 months,NZE,222,139
Northland,2010-07-01,18 months,Other,60,36
Northland,2010-07-01,18 months,Pacific,NA,NA
Northland,2010-07-01,18 months,Total,623,355
Northland,2010-07-01,24 months,Asian,NA,NA
Northland,2010-07-01,24 months,Maori,321,239
Northland,2010-07-01,24 months,NZE,204,168
Northland,2010-07-01,24 months,Other,60,42
Northland,2010-07-01,24 months,Pacific,12,12
Northland,2010-07-01,24 months,Total,603,467
Northland,2010-07-01,5 years,Asian,NA,NA
Northland,2010-07-01,5 years,Maori,47,32
Northland,2010-07-01,5 years,NZE,35,23
Northland,2010-07-01,5 years,Other,19,NA
Northland,2010-07-01,5 years,Pacific,NA,NA
Northland,2010-07-01,5 years,Total,104,64
Northland,2010-10-01,6 months,Asian,11,NA
Northland,2010-10-01,6 months,Maori,351,146
Northland,2010-10-01,6 months,NZE,187,110
Northland,2010-10-01,6 months,Other,43,27
Northland,2010-10-01,6 months,Pacific,NA,NA
Northland,2010-10-01,6 months,Total,599,294
Northland,2010-10-01,12 months,Asian,17,17
Northland,2010-10-01,12 months,Maori,304,233
Northland,2010-10-01,12 months,NZE,214,188
Northland,2010-10-01,12 months,Other,57,51
Northland,2010-10-01,12 months,Pacific,NA,NA
Northland,2010-10-01,12 months,Total,599,496
Northland,2010-10-01,18 months,Asian,12,NA
Northland,2010-10-01,18 months,Maori,334,194
Northland,2010-10-01,18 months,NZE,195,126
Northland,2010-10-01,18 months,Other,42,26
Northland,2010-10-01,18 months,Pacific,12,10
Northland,2010-10-01,18 months,Total,595,364
Northland,2010-10-01,24 months,Asian,NA,NA
Northland,2010-10-01,24 months,Maori,334,252
Northland,2010-10-01,24 months,NZE,201,163
Northland,2010-10-01,24 months,Other,62,46
Northland,2010-10-01,24 months,Pacific,14,11
Northland,2010-10-01,24 months,Total,619,479
Northland,2010-10-01,5 years,Asian,13,11
Northland,2010-10-01,5 years,Maori,339,215
Northland,2010-10-01,5 years,NZE,174,120
Northland,2010-10-01,5 years,Other,92,47
Northland,2010-10-01,5 years,Pacific,11,NA
Northland,2010-10-01,5 years,Total,629,398
Northland,2011-01-01,6 months,Asian,17,16
Northland,2011-01-01,6 months,Maori,371,156
Northland,2011-01-01,6 months,NZE,208,134
Northland,2011-01-01,6 months,Other,52,30
Northland,2011-01-01,6 months,Pacific,NA,NA
Northland,2011-01-01,6 months,Total,657,340
Northland,2011-01-01,12 months,Asian,12,11
